Source,Destination,Address,City,State,Lat long of A,Lat long of B,Source Lat,Source Long,Dest Lat,Dest Long,Distance (km)
Zolo Pune Warehouse_New,Zolo Ethics,"Sy NO 63/2 3B/1/6, Manjari Budruk, Manjari, Pune, Pune, Maharashtra, 412307",Pune,Maharashtra,"18.522615, 73.98441700000001","18.6124747, 73.71542149999999",18.522615,73.984417,18.6124747,73.7154215,30.09
Zolo BLR_Singasandra WH,Zolo Altair,"S No. 57, Kengeri Hobli, Kaniminike, Bengaluru, Bengaluru Urban, Karnataka, 560059",Bangalore,Karnataka,"12.8632697, 77.4310636","12.8903965, 77.6273899",12.8632697,77.4310636,12.8903965,77.6273899,21.52
Zolo BLR_Singasandra WH,Zolo Mimosa,"Khata No 13/2/33, Yelahanka Taluku Hesarughatta Hobli, Shanubhoganahalli, Bengaluru, Bengaluru Urban, Karnataka, 560089",Bangalore,Karnataka,"13.0957408, 77.5618109","12.8903965, 77.6273899",13.0957408,77.5618109,12.8903965,77.6273899,23.81
Zolo Pune Warehouse_New,Zolo Senate,"Rupa Renaissance Ltd, D-33, Turbhe MIDC Road, TTC Industrial area, MIDC Turbhe, Opp. Rishi Cold Storage, Navi Mumbai - 400705",Mumbai,Maharashtra,"19.0632867, 73.0274756","18.6124747, 73.71542149999999",19.0632867,73.0274756,18.6124747,73.7154215,88.02
Zolo BLR_Singasandra WH,MAHE Manipal Office,"Shop F3 Kamath Circle(KC) Manipal Institute of Technology, Manipal, Bangalore Karnataka 576104",Bangalore,Karnataka,"12.9715987, 77.5945627","12.8903965, 77.6273899",12.9715987,77.5945627,12.8903965,77.6273899,9.66
Zolo Pune Warehouse_New,Zolo You 57,"You57,Tower B, 3/A, Phase 3, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Maharashtra 411057",Pune,Maharashtra,"18.5806848, 73.6932629","18.6124747, 73.71542149999999",18.5806848,73.6932629,18.6124747,73.7154215,4.23
Zolo Pune Warehouse_New,Zolo Noble,"NO 329, Near Mahatma Phule School, Malimala Haveli, Loni Kalbhor, Pune, Maharashtra,412201",Pune,Maharashtra,"18.484714, 74.025544","18.6124747, 73.71542149999999",18.484714,74.025544,18.6124747,73.7154215,35.66
Zolo Faridabad Warehouse,Zolo Saber,"A-81, Jagatpuri, Gali no 6 (near post office), Krishna Nagar, Delhi - 110051",Delhi,Delhi,"28.6497717, 77.29255859999999","28.4586177, 77.3070471",28.6497717,77.2925586,28.4586177,77.3070471,21.23
Zolo Pune Warehouse_New,Zolo Hope,"No 27/A/1/2B, Eco Shoppy, Varale, Maval, Talegaon MIDC, Pune, Maharashtra, 410507",Pune,Maharashtra,"18.7480178, 73.69097239999999","18.6124747, 73.71542149999999",18.7480178,73.6909724,18.6124747,73.7154215,15.22
Zolo BLR_Singasandra WH,Zolo Hydra,"Bearing No 22 Khata No 53, Aluru Village Dasanapura Hobli, Thammenahalli, Bengaluru, Bengaluru Urban, Karnataka, 560107",Bangalore,Karnataka,"12.9605846, 77.5704126","12.8903965, 77.6273899",12.9605846,77.5704126,12.8903965,77.6273899,9.93
Zolo BLR_Singasandra WH,Zolo Bellatrix,"B No. 14 Khata No 151, Dasanapura Hobli, Bengaluru, 562162",Bangalore,Karnataka,"13.0700786, 77.4291142","12.8903965, 77.6273899",13.0700786,77.4291142,12.8903965,77.6273899,29.29
Zolo BLR_Singasandra WH,Zolo Rigel,"Bearing No 17 K No. 13/2/17, Hesaraghatta Hobli, Bengaluru Yelahanka Taluk, Shanubhoganahalli, Bengaluru, Bengaluru Urban, Karnataka, 560089",Bangalore,Karnataka,"13.1385949, 77.47519009999999","12.8903965, 77.6273899",13.1385949,77.4751901,12.8903965,77.6273899,32.04
Zolo BLR_Singasandra WH,Zolo Sparton,"Bearing No 22 Khata No 12/22/12, Arakere Village, Hesaraghatta Hobli,Shanubhoganahalli, Bengaluru, 560089",Bangalore,Karnataka,"12.8780324, 77.6058649","12.8903965, 77.6273899",12.8780324,77.6058649,12.8903965,77.6273899,2.71
Zolo Pune Warehouse_New,Zolo Mars Avenue Hub,"New Sy No 45/1/2, Sairang Society Shind Mulshi Pune Marunji, Pune, 411057",Pune,Maharashtra,"18.6124747, 73.71542149999999","18.6124747, 73.71542149999999",18.6124747,73.7154215,18.6124747,73.7154215,0.0
Zolo Hyderabad Warehouse,Zolo Aastha,"Plot No - 29 & 30 KPR Colony,Manikonda Jagir,Hyderabad, Telangana - 500089",Hyderabad,Telangana,"17.4005593, 78.3778232","17.51029, 78.385559",17.4005593,78.3778232,17.51029,78.385559,12.17
Zolo BLR_Singasandra WH,Zolo Wonderwall,"Ploat No 19, Khata No. 2242, Bloomingdale Layout, Sarjapur Road, Varthur-Hobli, Kasavanahalli, Bengaluru, Bengaluru Urban, Karnataka, 560035",Bangalore,Karnataka,"12.906722, 77.6861626","12.8903965, 77.6273899",12.906722,77.6861626,12.8903965,77.6273899,6.63
Zolo BLR_Singasandra WH,Zolo Liberty,"Baearing No 10/1A, KR Puram Hobli, Bengaluru South Taluk, Hoodi, Bengaluru, Bengaluru Urban, Bengaluru, Karnataka, 560048",Bangalore,Karnataka,"12.9895552, 77.71265710000002","12.8903965, 77.6273899",12.9895552,77.7126571,12.8903965,77.6273899,14.35
,SH KMC Manipal,"KMC Manipal ,Tiger Circle Road, Madhav Nagar, Manipal, Karnataka 576104",Udupi,Karnataka,"13.3522124, 74.7868323",,13.3522124,74.7868323,74.7868323,74.7868323,6826.47
Zolo BLR_Singasandra WH,Zolo Heaven C,"WJ33+PMC, Durga Shakti, 4th A Main Rd, Abbaappa Layout, Munivenkatppa Layout, Bilekahalli, Bengaluru, Karnataka 560076",Bangalore,Karnataka,"12.9033116, 77.6041435","12.8903965, 77.6273899",12.9033116,77.6041435,12.8903965,77.6273899,2.9
Zolo Coimbatore Warehouse,Zolo Tranquill,"Bearing No 23, Vilankurichi Road, Jeeva Nagar, Coimbatore, Coimbatore, Tamil Nadu, 641035",Coimbatore,Tamil Nadu,"11.0544657, 77.0148881","11.0727077, 77.0185451",11.0544657,77.0148881,11.0727077,77.0185451,2.06
Zolo BLR_Singasandra WH,Zolo Campbell,"Bearing No 1/1, Charles Campbell Road, Cox Town, Bengaluru, Bengaluru Urban, Karnataka,
560005",Bangalore,Karnataka,"12.996712, 77.6217384","12.8903965, 77.6273899",12.996712,77.6217384,12.8903965,77.6273899,11.78
Zolo BLR_Singasandra WH,Zolo Marquis,"Bearing NO 63, Varthur Hobli, Bengaluru,Chikkakanelli Village 560035",Bangalore,Karnataka,"12.9388787, 77.7412047","12.8903965, 77.6273899",12.9388787,77.7412047,12.8903965,77.6273899,13.47
Zolo BLR_Singasandra WH,Zolo Faraday,"Sy No. 53/17, Begur Hobli,Doddathogur Bengaluru, 560100",Bangalore,Karnataka,"12.8731903, 77.62491299999999","12.8903965, 77.6273899",12.8731903,77.624913,12.8903965,77.6273899,1.92
Zolo BLR_Singasandra WH,Zolo Columbus,"Bearing No 42 K No 19/1, Maruthi Nagar Madiwala Extension Begur Hobli, Tavarekere, Bengaluru, Bengaluru Urban, Karnataka, 560029",Bangalore,Karnataka,"12.9266327, 77.6123856","12.8903965, 77.6273899",12.9266327,77.6123856,12.8903965,77.6273899,4.33
Zolo Pune Warehouse_New,PCU Collina SH,"QJ62+7QR, Old Mumbai-Pune Road, Talegaon, Pune, Maharashtra 411001",Pune,Maharashtra,"18.7279734, 73.6540415","18.6124747, 73.71542149999999",18.7279734,73.6540415,18.6124747,73.7154215,14.33
Zolo Pune Warehouse_New,PCU Collina SH,"QJ62+7QR, Old Mumbai-Pune Road, Talegaon, Pune, Maharashtra 411001",Pune,Maharashtra,"18.7279734, 73.6540415","18.6124747, 73.71542149999999",18.7279734,73.6540415,18.6124747,73.7154215,14.33
Zolo Coimbatore Warehouse,Zolo Grange,"SY No 563/1 564/1, Periyanaickanpalayam, Thudiyalur, Coimbatore, Coimbatore, Tamil Nadu,641029",Coimbatore,Tamil Nadu,"11.1122429, 76.987102","11.0727077, 77.0185451",11.1122429,76.987102,11.0727077,77.0185451,5.56
,Sethu Institute of Technology,"Sethu Institute of Technology, Pulloor, Kariapatti TK NH 45B, Madurai, Tuticorin) Highway, Virudhunagar, Tamil Nadu 626115",Madurai,Tamil Nadu,"9.705086699999999, 78.1008519",,9.7050867,78.1008519,78.1008519,78.1008519,7599.86
Zolo Chennai Warehouse_2,Zolo Meadow view,"TVH Taus, Egatoor Natham Link Road Near Nuvalur, Egatoor Toll Gate, Chennai,Chengalpattu, Tamil Nadu, 600130",Chennai,Tamil Nadu,"12.8384194, 80.22603170000001","13.0675449, 80.1491821",12.8384194,80.2260317,13.0675449,80.1491821,26.68
Zolo BLR_Singasandra WH,Zolo Mimosa Hub,"Khata No 13/2/33, Yelahanka Taluku Hesarughatta Hobli, Shanubhoganahalli, Bengaluru, Bengaluru Urban, Karnataka, 560089",Bangalore,Karnataka,"13.0957408, 77.5618109","12.8903965, 77.6273899",13.0957408,77.5618109,12.8903965,77.6273899,23.81
Zolo BLR_Singasandra WH,Zolo Iris Hub,"Site No 210, 3rd Sage, BEML Layout, Halagevaderanahalli, Kengeri Hobli, Rajarajeshwari Nagar, Bengaluru, Bengaluru Urban, Karnataka, 560098",Bangalore,Karnataka,"12.9175314, 77.5243775","12.8903965, 77.6273899",12.9175314,77.5243775,12.8903965,77.6273899,11.58
Zolo Chennai Warehouse_2,Zolo Bricklane,"Flat No C and Flat No D Eastern Side Block II Door NO 41, 1st Main Road CIT Nagar, Nandanam, Chennai, Chennai, Tamil Nadu, 600035",Chennai,Tamil Nadu,"13.028433, 80.231312","13.0675449, 80.1491821",13.028433,80.231312,13.0675449,80.1491821,9.9
Zolo Hyderabad Warehouse,Zolo Blossom,"No. 31-A, Laxmi Nagar, Khureji Khas, Illaqa Shahdara, Guru Angad Nagar East, New Delhi, East Delhi, Delhi, 110092",Hyderabad,Telangana,"28.6419234, 77.2843333","17.51029, 78.385559",28.6419234,77.2843333,17.51029,78.385559,1237.93
Zolo Coimbatore Warehouse,Zolo Pulse,"Bearing No 54 Block 1, Balaji Nagar Avarampalaym Road, New Siddhapudur, Coimbatore, Coimbatore, Tamil Nadu, 641044",Coimbatore,Tamil Nadu,"11.022878, 76.98065199999999","11.0727077, 77.0185451",11.022878,76.980652,11.0727077,77.0185451,6.89
Zolo Pune Warehouse_New,Zolo Gen Z,"Survey No.10 Hissa no.3, Haveli, Pune, 411046",Pune,Maharashtra,"18.4590961, 73.88579179999999","18.6124747, 73.71542149999999",18.4590961,73.8857918,18.6124747,73.7154215,24.73
Zolo Pune Warehouse_New,Zolo Blaze,"Bearing No 46, Sant Bhagwanbaba Apartment, Haveli, Inamdarwasti Lonikalbhor, Loni Kalbhor, Pune, Maharashtra, 412201",Pune,Maharashtra,"18.4878505, 74.0234138","18.6124747, 73.71542149999999",18.4878505,74.0234138,18.6124747,73.7154215,35.32
Zolo BLR_Singasandra WH,Zolo Marydale,"Bearing No 851 Survey No. 23/2, Nagawara Village Kasaba Hobli,Nagawara, Bengaluru, 560045",Bangalore,Karnataka,"13.0358517, 77.62256789999999","12.8903965, 77.6273899",13.0358517,77.6225679,12.8903965,77.6273899,16.1
Zolo Pune Warehouse_New,Zolo Vibrant,"No. 132/7/1, Sai Housing Society, Chinchwad, Pimpri Chinchwad, Pune, Maharashtra, 411033",Pune,Maharashtra,"18.6449923, 73.7629326","18.6124747, 73.71542149999999",18.6449923,73.7629326,18.6124747,73.7154215,6.17
Zolo Pune Warehouse_New,Zolo Charisma,"Sy No 132/1, Sri Sai Colony Gurudwara Near Akrudi Railway Satation, Pimpri Chinchwad, 411033",Pune,Maharashtra,"18.6383522, 73.7720554","18.6124747, 73.71542149999999",18.6383522,73.7720554,18.6124747,73.7154215,6.63
Zolo BLR_Singasandra WH,Zolo Fusion,"Khata No 32/9/55 & 56 SY No 32/9, Haralakunte Village, Begur, Bengaluru, Bengaluru Urban,Karnataka, 560068",Bangalore,Karnataka,"12.8980096, 77.6510267","12.8903965, 77.6273899",12.8980096,77.6510267,12.8903965,77.6273899,2.7
,SH SIT Hub,"Sethu Institute of Technology, Pulloor, Kariapatti TK NH 45B, Madurai, Tuticorin) Highway, Virudhunagar, Tamil Nadu 626115",Madurai,Tamil Nadu,"9.705086699999999, 78.1008519",,9.7050867,78.1008519,78.1008519,78.1008519,7599.86
Zolo BLR_Singasandra WH,Zolo Denver,"Bearing No 70 Khata NO 180/70, K R Puram Hobli,Mahadevpura Village, Bengaluru, 560048",Bangalore,Karnataka,"12.9942852, 77.6954839","12.8903965, 77.6273899",12.9942852,77.6954839,12.8903965,77.6273899,13.66
Zolo BLR_Singasandra WH,Zolo Vinson,"Khatha No. 508/562, HSR Layout, Sector-6,Bengaluru, 560102",Bangalore,Karnataka,"12.9137705, 77.6292697","12.8903965, 77.6273899",12.9137705,77.6292697,12.8903965,77.6273899,2.59
Zolo BLR_Singasandra WH,Zolo Skirling,"Bearing No 9 Khata NO 159/187/230/9 Sy No 53, Challkare Dhakale K R Puram Hobli,Babusabpalya, Bengaluru, Bengaluru Urban, Karnataka, 560043",Bangalore,Karnataka,"13.0255399, 77.6471693","12.8903965, 77.6273899",13.0255399,77.6471693,12.8903965,77.6273899,15.1
Zolo BLR_Singasandra WH,Zolo Walston,"Bearing No 10 Khata NO 187/230 SY NO 53, 7 th Cross Challkere Dhakale KR Puram Hobli,Babusabpalya, Bengaluru, Bengaluru Urban, Karnataka, 560043",Bangalore,Karnataka,"13.0144541, 77.6658617","12.8903965, 77.6273899",13.0144541,77.6658617,12.8903965,77.6273899,14.35
Zolo BLR_Singasandra WH,Zolo Highstreet G,"Bearing No 11, SY NO 35/2 Begur Hobli,Konnappana Agrahara Bengaluru, 560100",Bangalore,Karnataka,"12.854899, 77.6679292","12.8903965, 77.6273899",12.854899,77.6679292,12.8903965,77.6273899,5.9
Zolo Faridabad Warehouse,Zolo Belinda,"No. 31-A, Laxmi Nagar, Khureji Khas, Illaqa Shahdara, Guru Angad Nagar East, New Delhi, East Delhi, Delhi, 110092",Delhi,Delhi,"28.6419234, 77.2843333","28.4586177, 77.3070471",28.6419234,77.2843333,28.4586177,77.3070471,20.44
Zolo Pune Warehouse_New,Zolo Azure,"Lonkar vasti, Manjari Rd, near Hotel Balveg, Keshav Nagar, Mundhwa, Pune, Maharashtra 411036",Pune,Maharashtra,"18.5305099, 73.9429044","18.6124747, 73.71542149999999",18.5305099,73.9429044,18.6124747,73.7154215,25.67
Zolo Coimbatore Warehouse,Zolo Elite League,"Sf.No.325, Plot no 13, Shree Balaji Garden, Vellakinar Village, Coimbaore - 641029",Coimbatore,Tamil Nadu,"11.0699235, 76.96078469999999","11.0727077, 77.0185451",11.0699235,76.9607847,11.0727077,77.0185451,6.32
Zolo BLR_Singasandra WH,Zolo Crosby,"Bearing number 89, Mysorekar 4th cross Off BEL Road RMV Extension,AGS Layout, Bengaluru, 560054",Bangalore,Karnataka,"13.0382079, 77.5650694","12.8903965, 77.6273899",13.0382079,77.5650694,12.8903965,77.6273899,17.7
Zolo Chennai Warehouse_2,Zolo Sage,"Bearing No 17, Anna Nadumpathi, Choolaimedu, Chennai, Chennai, Tamil Nadu, 600094",Chennai,Tamil Nadu,"13.0598227, 80.2273343","13.0675449, 80.1491821",13.0598227,80.2273343,13.0675449,80.1491821,8.52
Zolo Pune Warehouse_New,Zolo Sparks,"Survey No. 121, Yadav Nivas, Pawar Wasti, Tathawade, Pimpri-Chinchwad, Pune, Maharashtra 411033",Pune,Maharashtra,"18.625116, 73.75700560000001","18.6124747, 73.71542149999999",18.625116,73.7570056,18.6124747,73.7154215,4.61
Zolo Faridabad Warehouse,Zolo Nord,"KHASRA NO - 50M, SHARMA MARKET, TANKI ROAD, VILLAGE SADARPUR, SECTOR 45, NOIDA - 201301",Noida,Uttar Pradesh,"28.5002726, 77.3239387","28.4586177, 77.3070471",28.5002726,77.3239387,28.4586177,77.3070471,4.9
Zolo Coimbatore Warehouse,Zolo Grand Sheraton,"Door No 18 19 20, Chet Narayandas Layout, Gandhipuram, Coimbatore, Coimbatore, TamilNadu, 641012",Coimbatore,Tamil Nadu,"10.9387516, 76.9347748","11.0727077, 77.0185451",10.9387516,76.9347748,11.0727077,77.0185451,17.42
Zolo BLR_Singasandra WH,Zolo Remington,"bearing No. 19 Katha No.98/5/19, K R Puram Hobli, Rachenahalli, Bengaluru, Bengaluru Urban, Karnataka, 560045",Bangalore,Karnataka,"13.0139387, 77.7130602","12.8903965, 77.6273899",13.0139387,77.7130602,12.8903965,77.6273899,16.53
Zolo BLR_Singasandra WH,Zolo Highstreet D,"Bearing No 8 Sy No 35/2, Begur Hobli, Konappana Agrahara, Bengaluru, Bengaluru Urban,Karnataka, 560100",Bangalore,Karnataka,"12.854899, 77.6679292","12.8903965, 77.6273899",12.854899,77.6679292,12.8903965,77.6273899,5.9
Zolo BLR_Singasandra WH,Zolo Highstreet F,"Bearing No. 10, Sy No. 35/2, Begur Hobli, Konappana Agrahara, Bengaluru, BengaluruUrban, Karnataka, 560100",Bangalore,Karnataka,"12.8787673, 77.6376676","12.8903965, 77.6273899",12.8787673,77.6376676,12.8903965,77.6273899,1.7
Zolo BLR_Singasandra WH,Zolo Highstreet E,"SY NO 35/2, Begur Hobli, Bengaluru, 560100",Bangalore,Karnataka,"12.8787673, 77.6376676","12.8903965, 77.6273899",12.8787673,77.6376676,12.8903965,77.6273899,1.7
Zolo BLR_Singasandra WH,Zolo Varada,"Sarjapur Road , kodthi gate bengaluru 560035",Bangalore,Karnataka,"12.9107992, 77.6847291","12.8903965, 77.6273899",12.9107992,77.6847291,12.8903965,77.6273899,6.62
Zolo Hyderabad Warehouse,Zolo Good Vibes,"PLOT NO. 15 , ALIND EMPLOYEES COOPERATIVE SOCIETY , SERILINGAMPALLY , RANGAREDDY DIST , TELANGANA - 500019",Hyderabad,Telangana,"17.4062785, 78.5103135","17.51029, 78.385559",17.4062785,78.5103135,17.51029,78.385559,17.55
Zolo BLR_Singasandra WH,Zolo Duncan,"Bearing Number 89/1, Thanisandra Village K R Puram, Kothnur Narayanapura, Bengaluru,
Bengaluru Urban, Karnataka, 560077",Bangalore,Karnataka,"13.063971, 77.63786189999999","12.8903965, 77.6273899",13.063971,77.6378619,12.8903965,77.6273899,19.24
Zolo Pune Warehouse_New,Zolo Blitz,"SY No 106/7/B, Haveli, Pune, 411013",Pune,Maharashtra,"18.5092075, 73.9119303","18.6124747, 73.71542149999999",18.5092075,73.9119303,18.6124747,73.7154215,23.69
Zolo Pune Warehouse_New,Zolo Atmosphere,"bearing number Flat no -D-4602 on 46th Floor, Atmosphere O2 Near Fortis Hospital Mulund-Goregaon link, Mumbai, 400080",Mumbai,Maharashtra,"19.1600046, 72.94708179999999","18.6124747, 73.71542149999999",19.1600046,72.9470818,18.6124747,73.7154215,101.13
Zolo Chennai Warehouse_2,Zolo Logos,"Bearing No 33, Indira Nagar 1st Main Road, Chennai, 600020",Chennai,Tamil Nadu,"12.9976655, 80.2543857","13.0675449, 80.1491821",12.9976655,80.2543857,13.0675449,80.1491821,13.78
Zolo BLR_Singasandra WH,Zolo Lakefront,"Bearing No 80/14/38/1-3 Khata No 1953, Beguru Hobli, Iblur Village, Bengaluru, Bengaluru
Urban, Karnataka, 560103",Bangalore,Karnataka,"12.873081, 77.62478999999999","12.8903965, 77.6273899",12.873081,77.62479,12.8903965,77.6273899,1.94
Zolo Pune Warehouse_New,Zolo Central Hub,"Bearing No GC001 F Wing, Godrej Central, Sahakar Nagar Road Number 1, Chembur,Mumbai, Mumbai Suburban, Maharashtra, 400071",Mumbai,Maharashtra,"19.0642671, 72.8923539","18.6124747, 73.71542149999999",19.0642671,72.8923539,18.6124747,73.7154215,100.13
Zolo Pune Warehouse_New,Zolo Exotica Hub,"Flat number 303 & 306 HDIL premier Exotica,Building 4A,Premier Exotica Compound,Kirol village,opposite Don Bosco Engineering College,Kurla (West),Mumbai - 400070",Mumbai,Maharashtra,"19.0804854, 72.8889611","18.6124747, 73.71542149999999",19.0804854,72.8889611,18.6124747,73.7154215,101.34
Zolo Pune Warehouse_New,Zolo Milan Hub,"Bearing No 302, Nutan Priyadarshani, 86 STY Relief Road Best Colony, Santacruz West,Mumbai, Mumbai Suburban, Maharashtra, 400054",Mumbai,Maharashtra,"19.0914163, 72.83430589999999","18.6124747, 73.71542149999999",19.0914163,72.8343059,18.6124747,73.7154215,106.92
Zolo Pune Warehouse_New,Zolo Mayuresh Sristhi Hub,"Bearing No 104 E Wing, Mayuresh Shrashti Apartment, Lal Bahadur Shastri Marg, BhandupWest, Mumbai, Mumbai Suburban, Maharashtra, 400078",Mumbai,Maharashtra,"19.1583026, 72.93740079999999","18.6124747, 73.71542149999999",19.1583026,72.9374008,18.6124747,73.7154215,101.83
Zolo Pune Warehouse_New,Zolo Crystal stays Hub,"Bearing No 601 to 609 Plot No 23, Raheja Vihar Cmplex, Chandivali Farm Road, Chandivali,Mumbai, Mumbai Suburban, Maharashtra,400072",Mumbai,Maharashtra,"19.1165255, 72.8931901","18.6124747, 73.71542149999999",19.1165255,72.8931901,18.6124747,73.7154215,103.05
Zolo Pune Warehouse_New,Zolo Senate Hub,"Rupa Renaissance Ltd, D-33, Turbhe MIDC Road, TTC Industrial area, MIDC Turbhe, Opp. Rishi Cold Storage, Navi Mumbai - 400705",Mumbai,Maharashtra,"19.0632867, 73.0274756","18.6124747, 73.71542149999999",19.0632867,73.0274756,18.6124747,73.7154215,88.02
Zolo BLR_Singasandra WH,Zolo Kohinoor,"Bearing No 4, Bangaluru Dairy Employee's House Building Society Layout, Adugodi,
Bengaluru, Bengaluru Urban, Karnataka, 560030",Bangalore,Karnataka,"12.9646937, 77.5884366","12.8903965, 77.6273899",12.9646937,77.5884366,12.8903965,77.6273899,9.24
Zolo Hyderabad Warehouse,Zolo Galway,"H.No 2-35, Gopanapalli Village, Serilingampally, Rangareddi, Telangana 500019",Hyderabad,Telangana,"17.4875567, 78.3136248","17.51029, 78.385559",17.4875567,78.3136248,17.51029,78.385559,8.04
Zolo Pune Warehouse_New,Zolo Bliss,"BANK OF INDIA STAR AVAS, behind Equinox, Ambedkar Nagar, Kurla West, Bandra East, Mumbai, Maharashtra 400070",Mumbai,Maharashtra,"19.0685002, 72.8702634","18.6124747, 73.71542149999999",19.0685002,72.8702634,18.6124747,73.7154215,102.38
Zolo Coimbatore Warehouse,Zolo Epicurean Enclave,"Bearing No. 10/C1, Eye Hospital Street NOrth Zone, Coimbatore, 641035",Coimbatore,Tamil Nadu,"11.0556925, 76.99710329999999","11.0727077, 77.0185451",11.0556925,76.9971033,11.0727077,77.0185451,3.01
Zolo BLR_Singasandra WH,Zolo Woodside,"Bearing NO 10 11 & 12, Shashinivasa 3rd Main Road Koramangala 1st Block, Jakkasandra,Bengaluru, Bengaluru Urban, Karnataka, 560034",Bangalore,Karnataka,"12.9217302, 77.6352695","12.8903965, 77.6273899",12.9217302,77.6352695,12.8903965,77.6273899,3.57
Zolo BLR_Singasandra WH,Zolo Akshala,"Bearing Site No.5 Khata No 28/2/5, Haralukunte Village, Bengaluru, 560068",Bangalore,Karnataka,"12.9108423, 77.6240291","12.8903965, 77.6273899",12.9108423,77.6240291,12.8903965,77.6273899,2.29
Zolo Chennai Warehouse_2,Zolo Abode,"Bearing no 25, Seevram Nagar 2nd Street Sholinanalluru Kancheepuram, Chennai, 600096",Chennai,Tamil Nadu,"12.9545822, 80.2380563","13.0675449, 80.1491821",12.9545822,80.2380563,13.0675449,80.1491821,15.78
Zolo Faridabad Warehouse,Zolo Griffin,"Plot No-141, Sec-39,Gurgaon,Haryana, 122002",Gurugram,Haryana,"28.444833, 77.04647899999999","28.4586177, 77.3070471",28.444833,77.046479,28.4586177,77.3070471,25.57
Zolo BLR_Singasandra WH,Zolo Estonia A,"Survey No 54/1, Varthur Hobli, Hadosiddapura, Bengaluru, Bengaluru Urban, Karnataka,560035",Bangalore,Karnataka,"12.8976785, 77.7065754","12.8903965, 77.6273899",12.8976785,77.7065754,12.8903965,77.6273899,8.63
Zolo BLR_Singasandra WH,Zolo Estonia C,"Survey No 54/1, Varthur Hobli, Hadosiddapura, Bengaluru, Bengaluru Urban, Karnataka,560035",Bangalore,Karnataka,"12.8976785, 77.7065754","12.8903965, 77.6273899",12.8976785,77.7065754,12.8903965,77.6273899,8.63
Zolo BLR_Singasandra WH,Zolo Estonia B,"E-Khata No 111-54/1, Bearing No 54/1, Varthur Hobli, Hadosiddapura, Bengaluru, Bengaluru Urban, Karnataka,560035",Bangalore,Karnataka,"12.8976785, 77.7065754","12.8903965, 77.6273899",12.8976785,77.7065754,12.8903965,77.6273899,8.63
Zolo BLR_Singasandra WH,Zolo Valencia,"2/2 , 80 feet road, DR Rajkumar Road, Rajajinagar, Bengaluru 560010",Bangalore,Karnataka,"12.9809466, 77.55857999999999","12.8903965, 77.6273899",12.9809466,77.55858,12.8903965,77.6273899,12.49
Zolo BLR_Singasandra WH,Zolo Clayton,"Bearing number 53, BLV's D'well 15th main 3rd Sector, HSR Layout, Bengaluru, Bengaluru ,Urban, Karnataka, 560102",Bangalore,Karnataka,"12.9085654, 77.649633","12.8903965, 77.6273899",12.9085654,77.649633,12.8903965,77.6273899,3.14
Zolo BLR_Singasandra WH,Zolo Grace,"Bearing No 403, Grace CHS, Sahakar Nagar Shell Colony, Chembur, Mumbai, Mumbai,Suburban, Maharashtra, 400071",Bangalore,Karnataka,"19.06501, 72.89414","12.8903965, 77.6273899",19.06501,72.89414,12.8903965,77.6273899,850.45
Zolo BLR_Singasandra WH,Zolo Tejas,"17, Chowdeshwari Temple Rd, Marathahalli Village, Marathahalli, Bengaluru, Karnataka 560037",Bangalore,Karnataka,"12.9544032, 77.69363349999999","12.8903965, 77.6273899",12.9544032,77.6936335,12.8903965,77.6273899,10.09
Zolo Hyderabad Warehouse,Zolo Fort View,"H N0 : 9-5-2/A/99, Ibrahimbagh, Golconda mandal,Hyderabad Telangana - 500031",Hyderabad,Telangana,"17.3756806, 78.4259426","17.51029, 78.385559",17.3756806,78.4259426,17.51029,78.385559,15.5
Zolo Hyderabad Warehouse,Zolo Park Heights,"Plot No - 56, Alkaapoor Township, Neknampur, Hyderabad, Telangana,500089",Hyderabad,Telangana,"17.3913531, 78.3774928","17.51029, 78.385559",17.3913531,78.3774928,17.51029,78.385559,13.19
Zolo Pune Warehouse_New,Zolo Meriton,"Rahatani Link Rd, Krantiveer Nagar, Laxman Nagar, Thergaon, Pune, Pimpri-Chinchwad, Maharashtra 411033",Pune,Maharashtra,"18.6141655, 73.7771626","18.6124747, 73.71542149999999",18.6141655,73.7771626,18.6124747,73.7154215,6.52
Zolo BLR_Singasandra WH,Zolo Westfield,"New Muncipal no. 2AM-318,PID no. 84-138-2AM-318, East of NGEF Layout, Kasturi Nagar, Benniganahalli Benagaluru, 560043",Bangalore,Karnataka,"13.005025, 77.6614869","12.8903965, 77.6273899",13.005025,77.6614869,12.8903965,77.6273899,13.21
Zolo Chennai Warehouse_2,Zolo Ivory,"No.129, 200 feet pallavaram-thoraipakkam radial road, Pallikaranai, Chennai-600100",Chennai,Tamil Nadu,"12.9483306, 80.2054836","13.0675449, 80.1491821",12.9483306,80.2054836,13.0675449,80.1491821,14.53
Zolo Faridabad Warehouse,Zolo Cherry,"JC-35, Khirki Ext. New Delhi-110017",Delhi,Delhi,"28.5339833, 77.2160514","28.4586177, 77.3070471",28.5339833,77.2160514,28.4586177,77.3070471,12.21
